"id";"bidding_table_titles_list";"bidding_table_items_list"
78;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200280243.jhtml|0002200000077705|1|南网数研院智慧审计应用系统|111|南网数研院智慧审计应用系统|223.21|自合同签订之日起一年内|字电网研究院有限公司|不收取|不收取|"
79;"网页链接|项目编号|标的序号|品类|标的名称|分包名称|最高限价(万元)|分包序号|最大中标包数|工期|项目建设单位|招标文件收取费用（元）|保证金(元)";"https://www.bidding.csg.cn//zbgg/1200280246.jhtml|0002200000077461|1|计算机设备|数据脱敏及数据库节点安全防护组件采购|数据脱敏及数据库节点安全防护组件采购|836.8|1|1|自合同签订之日起14个月|南方电网数字电网研究院有限公司网络安全公司|不收取|不收取"
80;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200280242.jhtml|0002200000078040|1|基于国产标识密码的认证体系研究及应用研发|1|基于国产标识密码的认证体系研究及应用研发|187| 合同签订后|南方电网数字电网研究院有限公司|不收取|不收取| "
81;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价(|工期|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200280250.jhtml|0002200000074591|1|工业互联网标识解析二级节点建设咨询|1|工业互联网标识解析二级节点建设咨询|124|自合同签订之日起至10月|不收取"
82;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|招标文件收取费用（元）|投标保证金|备注";"https://www.bidding.csg.cn//zbgg/1200280266.jhtml|0002200000075202|1|知识产权交易服务|1|标包1|90|限最高差额计费率|自合同签订之日起至|不收取|南网总部及所属各单位的服务支撑"
83;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|中标比例|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200280194.jhtml|0006200000076823|1|南方电网深圳数字电网研究院有限公司员工食堂服务采购项目|1|南方电网深圳数字电网研究院有限公司员工食堂服务采购项目|100%|1326|0.17|合同签订之日起一年|南方电网深圳数字电网研究院有限公司|/|/|/"
84;"网页链接|项目编号|序号|建设单位|标段编号（标段号）|标段名称|发包预算价(万元)|最高限价(万元)|工期|投标保证金(万元)";"https://www.bidding.csg.cn//zbgg/1200280210.jhtml|没有项目编号|1|海南电网公司培训与评价中心|1|2020年第四批安措类防风防汛应急救援基地其他技改配套施工总承包项目 |789.2188|789.2188|合同签订完成后2个月内|5"
85;"网页链接|项目编号|标的名称|标段号|预计采购金额（万元）|最大中标数量|标段名称|标书费（元）|保证金（元）";"https://www.bidding.csg.cn//zbgg/1200280215.jhtml|0002200000078442|佛山110千伏东升输变电工程勘察设计|标段1|322|本次招标分为2个标的，合计2个标段；标的之间投标单位可兼中。|佛山110千伏东升输变电工程勘察设计|/|10000"
86;"网页链接|项目编号|序号|标的名称|标段编号|标段名称|项目建设单位|备注";"https://www.bidding.csg.cn//zbgg/1200280216.jhtml|0002200000078313|1|非生产场所修理、装修及附属设备设施工|1-1|钦州供电局2021-2022年非生产场所修理项目|钦州供电局|无"
87;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200280218.jhtml|0002200000076997|1|智能监控平台通用浏览与数据服务软件研发|1|智能监控平台通用浏览与数据服务软件研发|134|134|以合同签署时间为准|南方电网数字电网研究院有限公司|不收取|/|"
88;"网页链接|项目编号|标的名称|标段|预计采购金额（万元）|最大中标数量|标段名称|标书费（元）|保证金（元）";"https://www.bidding.csg.cn//zbgg/1200280219.jhtml|0002200000078458|佛山110千伏南海长海电厂接入系统工程等2项工程监理|1|448.85|本次招标分为2个标的，合计2个标段；标的之间投标单位可兼中。|佛山110千伏南海长海电厂接入系统工程等2项工程监理|/|10000"
89;"网页链接|项目编号|标的序号|标的名称|概算金额（万元）（含税）|标包号|标包名称|暂定发包金额（万元）（含税）|中标比例";"https://www.bidding.csg.cn//zbgg/1200280228.jhtml|没有项目编号|1|2021~2022年度输变电工程项目管理及技术服务项目|2750|1|变电工程项目管理及技术服务|750|第一名：40%～80%"
90;"网页链接|项目编号|序号|标的名称|标包号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200280148.jhtml|0002200000076335|1|支撑大电网安全稳定运行的三道防线控制体系构建及优化研究|1|嵌入领域知识的大电网安全稳定智能分析控制关键技术|220|220|详见《技术规范书|中国南方电网有限责任公司|无|无|无"
91;"网页链接|项目编号|序号|标段名称|建设单位|发包预算价(万元)|最高投标费率(%)|标书费（元）|保证金（万元）|备注";"https://www.bidding.csg.cn//zbgg/1200280098.jhtml|0002200000077772|1|中山供电局办公楼消防系统附属设施日常维修施工（调度大楼）|广东电网有限责任公司中山供电局|200|100|/|/|投标报价只针对零星维修部分，概算金额为200万元，按实结算。"
92;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高限价(万元)|工期|项目建设单位|招标文件收取费用(元)";"https://www.bidding.csg.cn//zbgg/1200280117.jhtml|0002200000077226|1|中山供电局2021年调度大楼幕墙安全性、使用性试验|1|中山供电局2021年调度大楼幕墙安全性、使用性试验|202.5|0.004|合同签订之日起至2021年12月31日|中山供电局|/"
93;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200280124.jhtml|0002200000078262|1|南网数研院规建域管理平台|1|南网数研院规建域管理平台|320|自合同签字之日起|不收取"
94;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200280125.jhtml|0002200000078260|1|南网数研院规建域管理平台|1|南网数研院规建域管理平台|453|自合同签字之日起|不收取"
95;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200280127.jhtml|0002200000078254|1|南网数研院规建域管理平台|1|南网数研院规建域管理平台|260|180|不收取"
96;"网页链接|项目编号|标的序号|标的名称|分包名称|最高限价|分包序号|供货期|保证金";"https://www.bidding.csg.cn//zbgg/1200280129.jhtml|0002200000078303|1|云南电网有限责任公司|云南电网有限责任公司|单价报价|1|从合同签订之日起至12月|40000"
97;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200280141.jhtml|0002200000077601|1|2020|1|2020|323.7883|/|自合同生效之日起至| 广东电网有限责任公司广州供电局 |/|/|"
98;"网页链接|项目编号|标段号|预计采购金额（万元）|最大中标数量|标段名称|标书费（元）|投标保证金（万元）|备注";"https://www.bidding.csg.cn//zbgg/1200280085.jhtml|0002200000077597|1|299.15|1|2021年中低压配电网预安排项目监理|/|1|   "
99;"网页链接|项目编号|标段号|标段名称|预计采购金额（万元）|最大中标数量|标书费（元）|投标保证金（元）|备注";"https://www.bidding.csg.cn//zbgg/1200280086.jhtml|0002200000077882|1|清远供电局2021年中低压配电网预安排项目监理|253|本项目分为1个标段，每个投标单位原则上最多只能中1个标段。|/|10000|"
100;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|中标比例|估算金额|最高单价限价|项目建设单位|保证金（万元）|招标文件收取费用（元）|备注";"https://www.bidding.csg.cn//zbgg/1200280077.jhtml|0002200000078407|1|第三方物流服务商（信宜供电局）|1|第三方物流服务商（信宜供电局）|100%|80|0.302|茂名供电局|1|不收取|"
101;"网页链接|项目编号|序号|标段号|标段名称|最大中标数量|计划总投资（万元）|暂定最高限价（万元）|标书费（元）|投标保证金（元）";"https://www.bidding.csg.cn//zbgg/1200280087.jhtml|0002200000077881|一|1|清远清城、佛冈供电局2021年中低压配电网预安排项目施工|本项目分为3个标段，每个投标单位原则上最多只能中1个标段。|6807|2442|/|50000"
102;"网页链接|项目编号|标段|标段名称|最大中标数量|项目总投资（万元）|最高限价（万元）|标书费（元）|投标保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200280090.jhtml|0002200000078481|标段1|东莞110千伏汀山（环岗）输变电工程（不含通信部分）施工|1|11393.74|5624.66|/|10"
103;"网页链接|项目编号|序号|标的编号|标的名称|标包编号|标包名称|标包金额（万元）|项目名称|建设单位|项目金额（万元）|最高限价（万元）|投标保证金金额（万元）";"https://www.bidding.csg.cn//zbgg/1200280080.jhtml|0002200000073636|1|1|海南电网18个供电局备调远程工作站部署项目|1-1|海南电网18个供电局备调远程工作站部署项目|203.7275|海南电网18个供电局备调远程工作站部署项目|信通分公司|203.7275|203.7275|2"
104;"网页链接|项目编号|序号|品类|标的|标包名称|交货期|投标保证金（元）";"https://www.bidding.csg.cn//zbgg/1200280103.jhtml|0002200000078373|1|海蓄公司海口周转房家具采购项目|家具|海口周转房家具|合同签订后90天内供货|5000"
105;"网页链接|项目编号|标段号||项目名称|建设单位|建设规模|工程要求开工时间|工程要求投产时间||最高限价（万元）|备注|";"https://www.bidding.csg.cn//zbgg/1200280110.jhtml|0002200000077501|标段名称|线路（km）|变电（万kVA）|保证金（万元）|"
106;"网页链接|项目编号|序号|品类|标的|概算金额（万元）|最大中标数量|标包号|标包名称|标包金额（万元）|工期|最高限价(万元)|是否特殊包|招标文件收取费用（元）|投标保证金(元)";"https://www.bidding.csg.cn//zbgg/1200280025.jhtml|0002200000077712|1|视频监控系统|视频监控系统|289.75|/|1|视频监控系统【1】|289.75|/|/|否|/|40000"
107;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200280030.jhtml|0002200000076824|1|深圳供电局有限公司2021-2022年车载GPS设备维护招标项目|1|深圳供电局有限公司|180|/|深圳供电局有限公司|/|/|"
108;"网页链接|项目编号|序号|标的名称|标包号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金(|备注";"https://www.bidding.csg.cn//zbgg/1200280040.jhtml|0002200000077909|1|南网总调自动化主备调机房辅助设施及运行环境值守服务项目（|1|南网总调自动化主备调机房辅助设施及运行环境值守服务项目（|252|252|2021|中国南方电网有限责任公司|不收取|无|"
